Transaction ID,Item_Cake,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Digital Wallet,Transaction Date,Location_encoded,Quantity_scaled,Price Per Unit_scaled,Total Spent_scaled
TXN_2080895,1,0,0,0,0,0,0,0,0,0,1,2023-04-19,0,0.0,0.5,0.08333333333333333
TXN_6421134,0,0,0,0,0,1,0,0,1,0,0,2023-11-03,1,0.75,0.75,0.625
TXN_8813311,0,0,0,1,0,0,0,0,0,1,0,2023-10-07,0,1.0,0.5,0.5833333333333333
TXN_9023317,0,0,0,0,1,0,0,0,0,0,1,2023-09-30,0,0.0,1.0,0.16666666666666666
TXN_8051289,0,0,0,1,0,0,0,0,0,0,1,2023-10-09,0,0.0,0.5,0.08333333333333333
TXN_2537617,0,0,0,0,0,1,0,0,1,0,0,2023-05-27,0,0.0,0.75,0.125
TXN_9099694,0,0,0,0,1,0,0,0,0,0,1,2023-11-18,1,0.5,1.0,0.5833333333333333
TXN_9230615,0,0,0,0,0,0,1,0,0,0,1,2023-06-01,1,0.75,0.75,0.625
TXN_4987129,0,0,0,0,0,1,0,0,0,0,1,2023-10-20,0,0.5,0.75,0.4583333333333333
TXN_8501819,0,0,0,1,0,0,0,0,1,0,0,2023-03-30,0,0.25,0.5,0.20833333333333331
TXN_3068204,0,0,1,0,0,0,0,0,0,1,0,2023-10-03,1,0.0,0.0,0.0
TXN_8427104,0,0,0,0,1,0,0,0,0,0,1,2023-10-27,0,0.25,1.0,0.375
TXN_8471743,1,0,0,0,0,0,0,0,0,0,1,2023-04-06,0,1.0,0.5,0.5833333333333333
TXN_2621580,0,0,0,0,0,0,0,1,1,0,0,2023-03-22,0,0.25,0.125,0.08333333333333333
TXN_4726376,1,0,0,0,0,0,0,0,0,1,0,2023-01-31,0,0.25,0.5,0.20833333333333331
TXN_6044979,0,0,1,0,0,0,0,0,1,0,0,2023-12-08,0,0.0,0.0,0.0
TXN_4238417,0,0,0,0,1,0,0,0,0,0,1,2023-06-19,1,0.25,1.0,0.375
TXN_1900620,0,0,0,0,0,0,1,0,0,1,0,2023-12-14,0,0.25,0.75,0.29166666666666663
TXN_6420335,0,1,0,0,0,0,0,0,1,0,0,2023-07-16,1,0.0,0.25,0.041666666666666664
TXN_3858209,0,0,0,0,0,1,0,0,1,0,0,2023-02-22,1,0.75,0.75,0.625
TXN_2091733,0,0,0,0,1,0,0,0,0,1,0,2023-01-16,0,0.0,1.0,0.16666666666666666
TXN_8735480,0,0,0,0,0,0,0,1,1,0,0,2023-06-02,1,1.0,0.125,0.2708333333333333
TXN_3829165,0,0,0,1,0,0,0,0,1,0,0,2023-06-15,0,0.75,0.5,0.4583333333333333
TXN_3748616,0,1,0,0,0,0,0,0,0,1,0,2023-12-09,0,0.25,0.25,0.125
TXN_1993289,0,0,0,0,0,1,0,0,0,1,0,2023-04-18,0,0.25,0.75,0.29166666666666663
TXN_2123367,0,0,1,0,0,0,0,0,0,0,1,2023-11-07,1,0.25,0.0,0.041666666666666664
TXN_5266394,1,0,0,0,0,0,0,0,1,0,0,2023-10-28,0,0.5,0.5,0.3333333333333333
TXN_5107946,1,0,0,0,0,0,0,0,0,1,0,2023-12-22,0,0.75,0.5,0.4583333333333333
TXN_8035512,0,0,0,0,0,0,0,1,1,0,0,2023-10-29,0,0.5,0.125,0.14583333333333331
TXN_8718498,1,0,0,0,0,0,0,0,0,1,0,2023-04-30,1,1.0,0.5,0.5833333333333333
TXN_3955361,0,0,1,0,0,0,0,0,0,0,1,2023-04-02,1,1.0,0.0,0.16666666666666666
TXN_9487821,0,0,0,0,1,0,0,0,0,0,1,2023-05-24,1,0.0,1.0,0.16666666666666666
TXN_4132730,0,0,1,0,0,0,0,0,1,0,0,2023-03-12,0,1.0,0.0,0.16666666666666666
TXN_8976658,0,0,0,0,0,0,0,1,0,1,0,2023-08-16,0,0.25,0.125,0.08333333333333333
TXN_5455936,1,0,0,0,0,0,0,0,0,0,1,2023-10-28,0,1.0,0.5,0.5833333333333333
TXN_2725602,0,0,0,1,0,0,0,0,0,1,0,2023-09-10,1,1.0,0.5,0.5833333333333333
TXN_3011323,0,1,0,0,0,0,0,0,0,1,0,2023-03-07,0,0.5,0.25,0.20833333333333331
TXN_6289610,0,0,0,1,0,0,0,0,1,0,0,2023-08-07,1,0.5,0.5,0.3333333333333333
TXN_8268061,0,0,0,0,1,0,0,0,0,1,0,2023-08-20,1,0.5,1.0,0.5833333333333333
TXN_5220895,0,0,0,0,1,0,0,0,1,0,0,2023-06-10,0,1.0,1.0,1.0
TXN_3085509,0,1,0,0,0,0,0,0,0,0,1,2023-04-15,0,0.75,0.25,0.29166666666666663
TXN_9999113,0,0,0,1,0,0,0,0,1,0,0,2023-05-27,1,0.75,0.5,0.4583333333333333
TXN_8779771,0,1,0,0,0,0,0,0,1,0,0,2023-07-25,0,0.75,0.25,0.29166666666666663
TXN_9517146,0,0,0,0,1,0,0,0,1,0,0,2023-10-30,1,1.0,1.0,1.0
TXN_1621920,0,0,0,0,1,0,0,0,0,0,1,2023-10-28,1,0.5,1.0,0.5833333333333333
TXN_3808639,0,0,0,1,0,0,0,0,0,0,1,2023-12-15,1,0.25,0.5,0.20833333333333331
TXN_7028009,1,0,0,0,0,0,0,0,0,0,1,2023-05-21,1,0.75,0.5,0.4583333333333333
TXN_7447872,0,0,0,1,0,0,0,0,0,1,0,2023-12-10,0,0.25,0.5,0.20833333333333331
TXN_6955416,0,0,0,0,1,0,0,0,0,1,0,2023-02-25,0,0.75,1.0,0.7916666666666666
TXN_3775339,0,0,1,0,0,0,0,0,0,1,0,2023-04-03,0,0.5,0.0,0.08333333333333333
TXN_9547091,0,0,1,0,0,0,0,0,0,1,0,2023-10-08,0,0.5,0.0,0.08333333333333333
TXN_4358673,0,0,1,0,0,0,0,0,0,0,1,2023-12-28,1,1.0,0.0,0.16666666666666666
TXN_4174591,0,0,0,0,0,0,0,1,0,0,1,2023-08-30,1,0.75,0.125,0.20833333333333331
TXN_3398520,0,0,0,0,0,1,0,0,0,1,0,2023-02-03,0,0.0,0.75,0.125
TXN_6171384,0,0,0,0,0,0,1,0,0,1,0,2023-09-12,1,0.25,0.75,0.29166666666666663
TXN_2530938,0,0,0,0,0,0,1,0,0,1,0,2023-04-27,1,1.0,0.75,0.7916666666666666
TXN_3314971,0,0,0,1,0,0,0,0,0,0,1,2023-05-04,1,0.5,0.5,0.3333333333333333
TXN_3092382,0,1,0,0,0,0,0,0,0,0,1,2023-02-21,0,1.0,0.25,0.375
TXN_1001832,0,0,0,0,1,0,0,0,1,0,0,2023-02-27,1,0.25,1.0,0.375
TXN_1535311,0,0,0,1,0,0,0,0,1,0,0,2023-03-16,0,0.5,0.5,0.3333333333333333
TXN_2148617,0,0,0,1,0,0,0,0,0,0,1,2023-01-10,1,0.5,0.5,0.3333333333333333
TXN_4633784,0,1,0,0,0,0,0,0,0,0,1,2023-02-06,0,1.0,0.5,0.5833333333333333
TXN_4368416,0,0,0,0,1,0,0,0,0,1,0,2023-02-24,1,0.25,1.0,0.375
TXN_9790731,1,0,0,0,0,0,0,0,0,0,1,2023-06-02,0,0.25,0.5,0.20833333333333331
TXN_9339456,0,1,0,0,0,0,0,0,0,0,1,2023-03-29,1,0.5,0.25,0.20833333333333331
TXN_5179020,1,0,0,0,0,0,0,0,0,1,0,2023-06-18,1,0.25,0.5,0.20833333333333331
TXN_6258471,0,1,0,0,0,0,0,0,0,0,1,2023-09-23,0,1.0,0.25,0.375
TXN_7945375,0,0,0,1,0,0,0,0,0,0,1,2023-01-14,1,0.5,0.5,0.3333333333333333
TXN_4685453,0,0,0,0,0,0,0,1,1,0,0,2023-09-14,0,0.75,0.125,0.20833333333333331
TXN_9646452,0,0,0,1,0,0,0,0,0,1,0,2023-09-16,0,1.0,0.5,0.5833333333333333
TXN_9096052,0,0,0,0,0,0,1,0,0,1,0,2023-12-28,1,0.75,0.75,0.625
TXN_5916991,0,0,0,1,0,0,0,0,0,0,1,2023-02-06,1,0.25,0.5,0.20833333333333331
TXN_3407169,0,0,0,0,0,1,0,0,1,0,0,2023-03-11,0,0.25,0.75,0.29166666666666663
TXN_2277042,0,0,0,0,0,0,0,1,1,0,0,2023-04-08,0,0.0,0.125,0.020833333333333332
TXN_9273729,0,0,0,0,0,0,0,1,1,0,0,2023-12-19,0,0.0,0.125,0.020833333333333332
TXN_2181545,0,0,0,1,0,0,0,0,0,1,0,2023-07-14,1,0.75,0.5,0.4583333333333333
TXN_1150033,0,0,0,1,0,0,0,0,1,0,0,2023-04-18,0,1.0,0.5,0.5833333333333333
TXN_1443912,0,0,0,1,0,0,0,0,0,0,1,2023-06-08,0,0.25,0.5,0.20833333333333331
TXN_8700451,0,0,0,0,0,0,0,1,0,1,0,2023-12-12,1,1.0,0.125,0.2708333333333333
TXN_6380550,0,1,0,0,0,0,0,0,1,0,0,2023-01-05,0,1.0,0.25,0.375
TXN_4885518,0,0,0,0,1,0,0,0,0,1,0,2023-06-10,0,0.5,1.0,0.5833333333333333
TXN_3972167,0,0,0,0,0,1,0,0,0,0,1,2023-01-23,0,1.0,0.75,0.7916666666666666
TXN_4878378,0,0,0,0,0,0,0,1,0,1,0,2023-02-20,1,0.0,0.125,0.020833333333333332
TXN_2484241,1,0,0,0,0,0,0,0,0,0,1,2023-07-19,1,0.5,0.5,0.3333333333333333
TXN_2368126,1,0,0,0,0,0,0,0,0,1,0,2023-12-06,0,1.0,0.5,0.5833333333333333
TXN_7943008,0,1,0,0,0,0,0,0,0,1,0,2023-11-25,0,0.0,0.25,0.041666666666666664
TXN_8495063,0,0,0,1,0,0,0,0,1,0,0,2023-05-31,0,0.0,0.5,0.08333333333333333
TXN_4811133,0,0,0,0,1,0,0,0,1,0,0,2023-08-11,0,0.25,1.0,0.375
TXN_8729570,0,0,0,0,0,0,0,1,0,0,1,2023-09-03,0,1.0,0.125,0.2708333333333333
TXN_7623634,1,0,0,0,0,0,0,0,0,1,0,2023-07-11,0,0.25,0.5,0.20833333333333331
TXN_9336980,0,0,0,0,1,0,0,0,1,0,0,2023-06-06,0,0.75,1.0,0.7916666666666666
TXN_3424331,1,0,0,0,0,0,0,0,0,1,0,2023-01-18,1,0.75,0.5,0.4583333333333333
TXN_5072031,1,0,0,0,0,0,0,0,1,0,0,2023-03-23,1,0.25,0.5,0.20833333333333331
TXN_8687151,0,0,0,0,1,0,0,0,1,0,0,2023-06-10,1,1.0,1.0,1.0
TXN_4031509,0,0,0,1,0,0,0,0,0,1,0,2023-01-04,1,0.75,0.75,0.625
TXN_5265095,0,1,0,0,0,0,0,0,0,1,0,2023-06-23,0,0.0,0.25,0.041666666666666664
TXN_6541415,1,0,0,0,0,0,0,0,1,0,0,2023-11-25,0,0.75,0.5,0.4583333333333333
TXN_4108138,0,1,0,0,0,0,0,0,1,0,0,2023-08-03,1,1.0,0.25,0.375
TXN_1909796,0,0,0,0,0,0,1,0,0,1,0,2023-07-12,1,0.25,0.75,0.29166666666666663
TXN_1928241,0,1,0,0,0,0,0,0,1,0,0,2023-04-30,0,0.5,0.25,0.20833333333333331
TXN_4283157,0,0,0,0,1,0,0,0,0,0,1,2023-11-25,0,1.0,1.0,1.0
TXN_8013032,0,1,0,0,0,0,0,0,0,1,0,2023-03-07,0,0.25,0.25,0.125
TXN_8301424,0,0,0,1,0,0,0,0,1,0,0,2023-06-27,1,0.25,0.5,0.20833333333333331
TXN_1093800,0,0,0,0,0,1,0,0,1,0,0,2023-08-30,1,0.5,0.75,0.4583333333333333
TXN_7965998,0,0,0,1,0,0,0,0,0,1,0,2023-11-02,0,0.0,0.5,0.08333333333333333
TXN_9238666,0,0,1,0,0,0,0,0,1,0,0,2023-07-31,1,0.0,0.0,0.0
TXN_1631695,0,0,0,0,0,0,0,1,1,0,0,2023-09-19,0,0.25,0.125,0.08333333333333333
TXN_1435086,1,0,0,0,0,0,0,0,0,0,1,2023-02-09,1,1.0,0.5,0.5833333333333333
TXN_3226832,0,0,0,0,0,1,0,0,1,0,0,2023-09-04,1,1.0,0.75,0.7916666666666666
TXN_1648671,0,0,0,0,0,1,0,0,1,0,0,2023-05-21,1,0.5,0.75,0.4583333333333333
TXN_4062737,1,0,0,0,0,0,0,0,1,0,0,2023-07-02,0,0.5,0.5,0.3333333333333333
TXN_3494565,0,0,0,0,0,0,1,0,0,1,0,2023-07-10,1,0.25,0.75,0.29166666666666663
TXN_9249507,0,0,1,0,0,0,0,0,0,1,0,2023-11-21,0,0.75,0.0,0.125
TXN_4689500,0,0,0,0,0,1,0,0,0,1,0,2023-12-02,1,0.75,0.75,0.625
TXN_8989148,0,0,0,0,0,0,0,1,0,1,0,2023-11-25,1,0.25,0.125,0.08333333333333333
TXN_8316826,0,1,0,0,0,0,0,0,1,0,0,2023-04-17,0,0.5,0.25,0.20833333333333331
TXN_9836934,0,0,1,0,0,0,0,0,0,0,1,2023-03-13,0,0.5,0.0,0.08333333333333333
TXN_8005489,1,0,0,0,0,0,0,0,1,0,0,2023-08-12,0,0.5,0.5,0.3333333333333333
TXN_6463132,0,0,1,0,0,0,0,0,0,1,0,2023-02-08,1,1.0,0.0,0.16666666666666666
TXN_3925836,0,0,1,0,0,0,0,0,0,0,1,2023-02-16,0,0.5,0.0,0.08333333333333333
TXN_1896955,0,0,0,0,1,0,0,0,0,0,1,2023-09-23,0,1.0,1.0,1.0
TXN_5075974,0,0,0,0,0,0,1,0,0,0,1,2023-04-11,1,0.75,0.75,0.625
TXN_3978874,0,0,0,0,0,0,1,0,0,1,0,2023-03-13,0,1.0,0.75,0.7916666666666666
TXN_8955912,0,0,0,0,0,1,0,0,1,0,0,2023-11-07,0,0.0,0.75,0.125
TXN_1136554,0,0,0,0,0,0,1,0,0,1,0,2023-03-26,1,0.5,0.75,0.4583333333333333
TXN_8007337,1,0,0,0,0,0,0,0,0,0,1,2023-11-01,1,0.25,0.5,0.20833333333333331
TXN_8129834,0,0,0,0,1,0,0,0,1,0,0,2023-07-22,1,0.0,1.0,0.16666666666666666
TXN_3831848,0,0,0,0,0,0,1,0,0,0,1,2023-11-03,1,0.0,0.75,0.125
TXN_5365809,1,0,0,0,0,0,0,0,1,0,0,2023-09-14,0,0.5,0.5,0.3333333333333333
TXN_8166407,0,0,0,0,0,0,1,0,0,0,1,2023-07-26,0,0.25,0.75,0.29166666666666663
TXN_6629480,0,0,0,0,0,0,1,0,0,1,0,2023-02-28,0,1.0,0.75,0.7916666666666666
TXN_3833797,0,1,0,0,0,0,0,0,0,0,1,2023-01-27,0,0.75,0.25,0.29166666666666663
TXN_2643815,0,0,1,0,0,0,0,0,0,0,1,2023-12-06,1,0.5,0.0,0.08333333333333333
TXN_2996519,1,0,0,0,0,0,0,0,1,0,0,2023-01-19,1,1.0,0.5,0.5833333333333333
TXN_8810894,0,0,0,0,0,0,1,0,0,0,1,2023-02-20,1,0.0,0.75,0.125
TXN_7412722,0,0,0,1,0,0,0,0,1,0,0,2023-04-07,0,0.75,0.5,0.4583333333333333
TXN_3937509,0,0,0,0,0,0,1,0,1,0,0,2023-03-20,0,0.25,0.75,0.29166666666666663
TXN_6000201,0,0,1,0,0,0,0,0,1,0,0,2023-02-16,1,0.5,0.0,0.08333333333333333
TXN_1714274,0,0,1,0,0,0,0,0,0,1,0,2023-12-27,0,0.75,0.0,0.125
TXN_3800182,0,0,0,0,0,0,0,1,1,0,0,2023-10-26,0,0.25,0.125,0.08333333333333333
TXN_5115080,1,0,0,0,0,0,0,0,0,1,0,2023-02-18,1,1.0,0.5,0.5833333333333333
TXN_9788956,0,0,0,1,0,0,0,0,0,1,0,2023-04-11,1,0.75,0.5,0.4583333333333333
TXN_6311602,0,0,0,1,0,0,0,0,0,1,0,2023-05-15,0,0.5,0.5,0.3333333333333333
TXN_2950680,0,1,0,0,0,0,0,0,0,1,0,2023-12-10,1,0.25,0.25,0.125
TXN_6749847,1,0,0,0,0,0,0,0,0,1,0,2023-08-15,1,0.25,0.5,0.20833333333333331
TXN_2143187,0,0,0,0,0,0,1,0,1,0,0,2023-04-21,0,0.0,0.75,0.125
TXN_8964522,0,0,0,1,0,0,0,0,0,1,0,2023-10-28,1,0.5,0.5,0.3333333333333333
TXN_4088917,0,1,0,0,0,0,0,0,1,0,0,2023-02-04,1,0.5,0.25,0.20833333333333331
TXN_3779366,0,0,1,0,0,0,0,0,0,0,1,2023-04-15,0,0.0,0.0,0.0
TXN_7724048,0,0,0,0,0,0,1,0,1,0,0,2023-11-12,0,0.0,0.75,0.125
TXN_2698591,0,0,0,0,0,0,0,1,0,1,0,2023-08-05,1,1.0,0.125,0.2708333333333333
TXN_3171373,0,0,0,0,0,0,1,0,0,1,0,2023-05-10,0,0.5,0.75,0.4583333333333333
TXN_4129248,0,0,0,0,0,1,0,0,0,1,0,2023-05-19,1,0.25,0.75,0.29166666666666663
TXN_6498163,0,0,0,0,0,0,1,0,0,0,1,2023-07-15,0,1.0,0.75,0.7916666666666666
TXN_6717827,0,0,0,0,1,0,0,0,0,0,1,2023-11-15,1,0.5,1.0,0.5833333333333333
TXN_9089898,0,0,0,0,1,0,0,0,0,1,0,2023-01-11,0,0.5,1.0,0.5833333333333333
TXN_8587583,1,0,0,0,0,0,0,0,1,0,0,2023-10-01,0,0.0,0.5,0.08333333333333333
TXN_8693704,0,0,0,0,1,0,0,0,1,0,0,2023-05-04,0,1.0,1.0,1.0
TXN_3857960,0,0,0,0,1,0,0,0,1,0,0,2023-04-26,0,0.75,1.0,0.7916666666666666
TXN_3499124,0,0,0,0,0,0,1,0,0,1,0,2023-08-25,0,0.75,0.75,0.625
TXN_9250710,0,0,0,0,1,0,0,0,1,0,0,2023-05-28,0,0.0,1.0,0.16666666666666666
TXN_7058377,0,0,0,1,0,0,0,0,0,0,1,2023-04-30,1,0.0,0.5,0.08333333333333333
TXN_6766492,0,0,0,0,1,0,0,0,0,0,1,2023-01-14,1,0.0,1.0,0.16666666666666666
TXN_9879996,0,1,0,0,0,0,0,0,0,0,1,2023-03-01,0,0.75,0.25,0.29166666666666663
TXN_4291940,1,0,0,0,0,0,0,0,0,1,0,2023-11-13,0,0.5,0.5,0.3333333333333333
TXN_7433461,0,0,1,0,0,0,0,0,0,0,1,2023-07-09,1,0.25,0.0,0.041666666666666664
TXN_4068262,0,0,0,0,1,0,0,0,0,1,0,2023-05-13,1,0.25,1.0,0.375
TXN_5761073,0,0,1,0,0,0,0,0,1,0,0,2023-12-09,0,0.0,0.0,0.0
TXN_5047447,0,0,0,0,1,0,0,0,0,0,1,2023-12-27,1,0.0,1.0,0.16666666666666666
TXN_6623508,0,0,1,0,0,0,0,0,0,0,1,2023-05-18,1,1.0,0.0,0.16666666666666666
TXN_2651216,0,0,0,0,0,0,1,0,0,0,1,2023-04-04,1,0.5,0.75,0.4583333333333333
TXN_9350833,1,0,0,0,0,0,0,0,1,0,0,2023-01-17,1,0.0,0.5,0.08333333333333333
TXN_8377564,1,0,0,0,0,0,0,0,1,0,0,2023-07-14,0,1.0,0.5,0.5833333333333333
TXN_7031118,0,0,0,0,1,0,0,0,0,1,0,2023-03-29,0,0.0,1.0,0.16666666666666666
TXN_2230167,1,0,0,0,0,0,0,0,0,0,1,2023-09-22,1,0.75,0.5,0.4583333333333333
TXN_6446616,0,0,0,0,0,0,0,1,0,0,1,2023-09-30,0,0.5,0.125,0.14583333333333331
TXN_1721827,1,0,0,0,0,0,0,0,0,0,1,2023-08-22,0,0.75,0.5,0.4583333333333333
TXN_6334895,0,0,0,0,0,0,1,0,0,1,0,2023-07-27,0,0.0,0.75,0.125
TXN_7077119,0,0,0,0,0,1,0,0,0,0,1,2023-12-30,0,0.0,0.75,0.125
TXN_8562645,0,0,0,0,1,0,0,0,1,0,0,2023-05-18,0,0.0,1.0,0.375
TXN_4700144,0,1,0,0,0,0,0,0,0,1,0,2023-12-21,0,0.75,0.25,0.29166666666666663
TXN_5526852,0,0,0,0,0,1,0,0,0,0,1,2023-09-28,0,1.0,0.75,0.7916666666666666
TXN_6846228,0,0,0,0,1,0,0,0,0,0,1,2023-11-16,0,0.5,1.0,0.5833333333333333
TXN_8570890,0,0,0,1,0,0,0,0,0,0,1,2023-04-14,1,0.75,0.5,0.4583333333333333
TXN_3205009,0,0,0,0,0,0,0,1,1,0,0,2023-01-03,0,0.25,0.125,0.08333333333333333
TXN_3786188,0,0,0,0,0,0,0,1,0,1,0,2023-10-20,0,0.5,0.125,0.14583333333333331
TXN_4530804,0,1,0,0,0,0,0,0,0,0,1,2023-01-12,0,0.75,0.25,0.29166666666666663
TXN_9642066,0,0,0,0,0,1,0,0,0,1,0,2023-08-31,0,0.5,0.75,0.4583333333333333
TXN_7328294,0,0,0,1,0,0,0,0,1,0,0,2023-07-07,0,0.25,0.5,0.20833333333333331
TXN_1908636,0,0,0,0,0,0,0,1,1,0,0,2023-10-05,0,0.25,0.125,0.08333333333333333
TXN_9238066,0,0,0,0,0,0,0,1,0,0,1,2023-09-15,0,1.0,0.125,0.2708333333333333
TXN_5415901,1,0,0,0,0,0,0,0,0,0,1,2023-10-21,0,0.25,0.5,0.20833333333333331
TXN_6714420,1,0,0,0,0,0,0,0,0,1,0,2023-03-30,1,0.25,0.5,0.20833333333333331
